Player,Player ID,Age,Speciality,Exp,TSI,Salary,Form,Condition,Character,Aggressiveness,Honesty,Leadership,GK,DEF,PM,WG,PASS,SCO,SP,Last_Skills_Update
"Adam Proch,483462814,18.073,Q,nędzny,1250,1800,6,5,sympatyczny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Piotr Glubczynski,483576603,19.103,,nędzny,2350,1240,6,8,sympatyczny,opanowany,podły,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Fryderyk Mietelski,483572937,19.075,T,fatalny,800,1280,5,6,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jozef Tyczka,483576823,20.048,,fatalny,450,3080,1,4,przyjemny,porywczy,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Ryszard Kieta,483539092,19.073,U,nędzny,310,1080,6,5,sympatyczny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Cyprian Ziolkiewicz,483571686,20.009,T,nędzny,1450,2040,7,6,kontrowersyjny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Borys Felczak,483582567,19.108,,nędzny,220,1000,7,5,kontrowersyjny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Slawomir Koporowski,483538978,19.092,T,nędzny,1310,1160,4,6,złośliwy,zrównoważony,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Leon Zamkowski,483563651,20.037,,kiepski,1240,1320,5,8,kontrowersyjny,spokojny,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Daniel Kopiec,483575525,21.081,,nędzny,630,1160,6,4,sympatyczny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Krzysztoforski,483477616,19.026,,nędzny,130,1000,5,5,przyjemny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Daniel Bartelik,483484119,20.011,U,nędzny,1240,1360,7,6,przyjemny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Lucjusz Wosztyl,483576955,20.11,H,nędzny,200,1160,4,6,kontrowersyjny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Marek Sulicz,483496592,20.031,,nędzny,870,1320,4,6,popularny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Witold Gula,483577121,20.0,T,nędzny,570,1280,4,6,przyjemny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Szypura,483509117,21.08,P,fatalny,10,1000,3,7,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kamil Rzazewski,483502626,19.02,,nędzny,300,1720,2,4,przyjemny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Pawel Pasnik,483570403,19.105,,nędzny,310,1080,7,5,sympatyczny,porywczy,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Winnicki,483520344,19.104,T,fatalny,430,1160,2,4,przyjemny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Smieszek,483513697,20.058,H,nędzny,160,1000,3,5,sympatyczny,porywczy,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Alfred Madaj,483543390,20.001,U,nędzny,580,1160,5,7,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Joachim Kosel,483564248,20.055,,nędzny,490,1160,5,6,sympatyczny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Witold Lubas,483500751,22.006,P,nędzny,1570,1960,4,5,sympatyczny,zrównoważony,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Ferdynand Wrzask,483513170,19.1,,nędzny,590,1480,3,8,sympatyczny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Chocieslaw Waszczeniuk,483578498,19.107,Q,nędzny,960,1160,8,6,kontrowersyjny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jaroslaw Paton,483482531,21.059,,nędzny,1070,3240,3,6,sympatyczny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ariel Cofala,483508636,19.111,,nędzny,360,2440,2,4,sympatyczny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Pieper,483487683,20.016,,nędzny,280,1160,3,5,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dymitr Stusinski,483503903,20.101,Q,nędzny,290,1000,6,9,kontrowersyjny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Szymon Matoga,483522292,19.11,,nędzny,340,1080,5,4,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Zdrodowski,483477322,20.035,,nędzny,2920,2040,7,8,złośliwy,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Jacek Fiolek,483480082,20.034,,nędzny,900,1320,6,6,popularny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jan Burak,483493307,20.001,,nędzny,170,1080,4,5,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Florian Muca,483484690,20.067,T,fatalny,190,1080,2,5,złośliwy,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Niewidok,483574095,20.017,,nędzny,310,1400,3,4,sympatyczny,porywczy,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jan Ociepka,483571776,19.082,,nędzny,2340,3960,6,7,sympatyczny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Arkadiusz Bzdziel,483579807,19.111,U,nędzny,470,1080,4,5,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Juliusz Ponicki,483570811,20.022,,fatalny,850,1560,4,5,przyjemny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Tamborski,483579451,21.031,,nędzny,410,1080,4,7,przyjemny,z charakterem,nieuczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Hryhorii Bezotosnyi,483574453,19.092,,nędzny,3010,2600,7,6,sympatyczny,porywczy,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Elas,483474885,20.01,,nędzny,690,1240,5,6,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Waclaw Grodz,483482534,19.066,T,nędzny,190,1160,1,5,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Damian Krysicki,483475519,19.073,U,nędzny,740,1160,6,7,kontrowersyjny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Pawel Korcz,483513661,19.106,H,nędzny,390,1080,4,5,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Dominik Szczypinski,483509958,20.007,H,nędzny,260,1080,5,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Leonard Sarad,483502745,20.02,,nędzny,1050,1400,5,4,przyjemny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Kamil Szeszula,483481721,19.103,,nędzny,4250,5400,8,8,przyjemny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Kuba Zawadzki,483476127,20.01,T,nędzny,390,1160,7,7,przyjemny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Tobiasz Dzido,483571334,19.1,Q,nędzny,550,1080,5,5,sympatyczny,porywczy,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Pawel Kolos,483573555,19.053,U,nędzny,250,1080,4,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Brunon Janus,483488759,23.023,P,nędzny,430,1160,5,7,sympatyczny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Adam Dzierzkowski,483493815,19.102,Q,nędzny,760,1160,5,7,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Nocon,483590035,19.103,H,nędzny,430,1360,4,4,kontrowersyjny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Walerian Pisz,483477529,20.054,Q,nędzny,900,1160,6,5,sympatyczny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Sedziwoj Milejski,483489441,19.026,H,nędzny,1040,1520,7,6,przyjemny,zrównoważony,podły,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Albert Ciepluch,483490484,20.039,T,nędzny,260,1160,3,5,kontrowersyjny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Eugeniusz Saternus,483482744,19.09,T,nędzny,1350,1600,6,5,sympatyczny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ryszard Pyzia,483575819,20.022,T,nędzny,1320,1520,4,6,sympatyczny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Marian Cukrowski,483481702,19.055,P,nędzny,500,1080,6,7,złośliwy,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Aleksander Hinc,483561472,19.108,,nędzny,370,1400,2,7,kontrowersyjny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Roman Zimniak,483542497,20.007,,nędzny,1290,1800,5,6,kontrowersyjny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Felicjan Paskudzki,483517057,20.007,Q,nędzny,480,1080,4,6,przyjemny,z charakterem,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Igor Gazdzik,483502603,19.085,,nędzny,1210,3240,4,5,przyjemny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Salacinski,483575951,20.0,H,nędzny,20,1000,2,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Amadeusz Szymanik,483574294,20.027,,nędzny,450,1640,3,4,kontrowersyjny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Roland Uscinowicz,483556111,19.048,U,nędzny,2260,1720,4,7,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Pydych,483584551,20.041,Q,nędzny,330,1080,6,5,sympatyczny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Blachy,483591661,20.004,T,nędzny,2520,1520,7,5,przyjemny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Lech Zarnowiecki,483566667,20.003,T,nędzny,340,1280,3,5,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jozef Kwapisz,483519652,19.11,,nędzny,170,1800,2,4,sympatyczny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Maciej Przeniczny,483575076,18.095,,fatalny,610,1080,6,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Filip Szrajber,483502769,20.001,U,nędzny,950,2680,8,7,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Rafal Niesmaczny,483493809,20.0,,fatalny,850,1400,4,6,sympatyczny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Alfred Pender,483499755,19.099,,nędzny,2070,4680,3,4,kontrowersyjny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Remigiusz Opoka,483554353,20.061,,nędzny,360,1880,6,4,sympatyczny,porywczy,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Gruba,483583550,19.102,U,nędzny,1050,1440,2,6,sympatyczny,zrównoważony,prawy,kiepski,1,4,6,3,7,3,3,08.08.2024"
"Boguslaw Grzys,483573392,20.006,H,nędzny,180,1160,4,5,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wilhelm Ksiazka,483485049,20.002,,fatalny,610,2040,3,5,sympatyczny,spokojny,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Henryk Zielinski,483491847,20.008,,nędzny,470,1320,4,5,przyjemny,zrównoważony,nieuczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Stefan Wojtczuk,483568063,19.105,,fatalny,290,1400,2,4,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Slawomir Kopania,483573171,20.023,H,fatalny,430,1080,6,6,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jakub Mirys,483558388,19.109,,nędzny,3400,2200,4,6,przyjemny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Rafal Wawrzycki,483478925,22.03,,nędzny,580,1320,4,4,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Przedwojski,483579124,19.018,,nędzny,330,1240,4,5,kontrowersyjny,porywczy,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Piatek,483512061,19.107,H,nędzny,160,1080,2,5,popularny,porywczy,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Olgierd Radzimski,483475784,19.108,,fatalny,560,1160,7,4,kontrowersyjny,z charakterem,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Binienda,483558161,20.0,P,nędzny,660,1160,8,7,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Rafal Maciejewski,483487619,20.004,T,nędzny,680,1160,3,4,kontrowersyjny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Damian Derlatka,483478889,20.001,H,fatalny,780,1720,4,6,przyjemny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Zacharski,483578962,19.104,P,nędzny,2150,1280,7,6,sympatyczny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jonatan Sionkowski,483574327,19.104,,fatalny,1240,1400,6,5,sympatyczny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Eryk Prymula,483556836,20.031,,nędzny,600,1160,8,5,przyjemny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Beniamin Jasielski,483590084,19.004,U,nędzny,120,1080,2,5,popularny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Teofil Bylinski,483573988,20.035,Q,nędzny,210,1080,3,4,złośliwy,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Donald Przezdziecki,483576629,19.082,,nędzny,1120,1240,8,6,kontrowersyjny,opanowany,podły,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Konrad Debniak,483574011,19.029,H,nędzny,570,1360,4,5,sympatyczny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Karczmarczyk,483572986,19.024,,nędzny,510,1160,7,5,sympatyczny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Cezary Baba,483485754,19.104,,fatalny,1900,1560,8,5,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Slowiok,483489396,19.09,,nędzny,2970,6040,3,8,kontrowersyjny,spokojny,podły,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Klaudiusz Siwy,483502870,19.044,,nędzny,920,1160,4,7,sympatyczny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Piotr Kumorowski,483503007,20.002,H,nędzny,610,1440,5,5,kontrowersyjny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Czcibor Stadler,483573043,19.09,,nędzny,770,1160,6,5,sympatyczny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Zoltynski,483492548,19.111,,nędzny,2010,1480,6,6,złośliwy,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Henryk Justyna,483584184,19.111,,nędzny,190,1080,2,5,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Joachim Popielewicz,483562172,18.108,,nędzny,850,1480,5,5,przyjemny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Dawid Ratka,483567660,19.099,U,nędzny,680,1440,6,7,sympatyczny,opanowany,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Idzislaw Sobczuk,483576015,19.003,P,nędzny,2400,1360,6,6,kontrowersyjny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Rudolf Giertuga,483510219,20.042,T,nędzny,690,1160,6,6,przyjemny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Norbert Czachor,483583524,19.011,U,nędzny,1320,1160,7,6,sympatyczny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Boguchwal Stolpa,483571497,19.103,,nędzny,400,1080,3,5,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Lutoslaw Wozniak,483575336,19.085,,nędzny,810,2840,4,6,przyjemny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Aleksander Konstantynowicz,483572722,19.101,,nędzny,1180,2920,6,5,kontrowersyjny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Swietoslaw Lysa,483575895,20.029,,nędzny,640,1240,5,5,przyjemny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stefan Golonka,483573758,20.03,H,nędzny,760,1600,4,7,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Xaver Dubos,483579273,19.085,,nędzny,800,1320,7,6,kontrowersyjny,porywczy,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Sergiusz Oleszczuk,483478869,19.111,,nędzny,20,2520,3,5,popularny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tymon Smakosz,483563559,19.088,H,nędzny,1110,1720,2,7,kontrowersyjny,zrównoważony,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Bogusz Kurzawa,483571645,20.062,Q,nędzny,2110,2240,4,6,popularny,zrównoważony,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Alfred Krawczyk,483591223,19.089,Q,nędzny,5640,1720,8,5,kontrowersyjny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Furmann,483575554,20.096,P,nędzny,200,1000,5,6,kontrowersyjny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kamil Hendzlik,483479579,20.005,U,nędzny,620,2920,2,5,kontrowersyjny,spokojny,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wilhelm Zagacki,483479551,20.005,,nędzny,780,1560,3,5,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Fiertek,483577045,19.011,,nędzny,820,1160,7,7,przyjemny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Witoslaw Pastuszczak,483509698,19.107,P,nędzny,1150,1520,4,5,popularny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jan Obszanski,483541042,21.093,,nędzny,1520,1320,4,6,kontrowersyjny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Michal Krzeczkowski,483567248,23.034,,nędzny,240,1080,3,8,przyjemny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wieslaw Domerecki,483505384,19.111,Q,nędzny,1580,3480,7,5,przyjemny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jakub Fandrejewski,483573934,19.099,H,fatalny,470,1360,1,7,sympatyczny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Rurak,483571356,19.104,,nędzny,1230,1720,5,7,przyjemny,zrównoważony,podły,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Czeslaw Galazka,483480236,20.045,,nędzny,740,1240,4,7,przyjemny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Cyprian Gruzlewski,483551893,19.08,U,nędzny,600,1360,5,5,kontrowersyjny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Pekoslaw Radzimirski,483579047,21.011,H,nędzny,2330,1720,5,6,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Lukasz Gotfryd,483567706,19.103,H,nędzny,200,1000,3,7,popularny,opanowany,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Danylo Bairuk,483487707,19.111,,nędzny,280,1080,3,5,kontrowersyjny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marek Stan,483584697,19.104,,nędzny,250,1160,3,4,złośliwy,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Kobylarczyk,483575173,19.09,,nędzny,620,2440,4,5,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Adam Bugara,483479077,20.101,,fatalny,570,1080,6,7,popularny,spokojny,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Sosna,483570981,19.075,,fatalny,600,1160,3,4,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Marcin Lubelski,483494540,20.026,H,nędzny,220,1080,4,4,sympatyczny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Eugeniusz Banacki,483588156,19.097,,nędzny,1010,1400,3,4,przyjemny,opanowany,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Daniel Stawiarski,483478872,20.001,,nędzny,380,1160,5,5,przyjemny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Dawid Rozanski,483476053,19.05,U,nędzny,1520,1440,4,5,przyjemny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Gawek,483566762,20.088,,fatalny,510,1160,4,5,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Adrian Giec,483575605,20.033,,fatalny,1610,3880,4,7,popularny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Piotr Duraj,483574056,19.09,H,fatalny,340,1280,3,5,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Dziedziak,483576042,19.102,T,fatalny,720,1520,5,5,sympatyczny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Filip Kukowski,483564039,20.004,U,nędzny,230,1080,7,5,przyjemny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Damian Lasica,483586612,19.057,,nędzny,2560,1880,5,4,sympatyczny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Napora,483476559,20.014,,nędzny,690,1240,5,4,sympatyczny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Witold Falenczyk,483582897,19.054,T,nędzny,680,1360,5,7,przyjemny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Edward Cofala,483475198,20.006,,nędzny,1080,1320,5,6,sympatyczny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Florencjusz Sypka,483554576,19.007,Q,nędzny,730,1080,4,6,przyjemny,zrównoważony,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Gawel Ciurej,483539160,19.1,T,nędzny,1850,1360,7,6,przyjemny,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Marcin Binienda,483551685,18.077,P,nędzny,590,1280,8,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Marek Mazur,483507402,19.108,T,nędzny,3410,1440,6,5,złośliwy,zrównoważony,podły,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Liubomyl Lysohir,483483923,20.002,,nędzny,1170,1560,6,5,kontrowersyjny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Piwowarski,483584318,19.105,Q,nędzny,2500,1280,8,6,przyjemny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Emilian Dyczka,483513702,20.002,,nędzny,180,1160,2,5,sympatyczny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Dobrowolski,483488763,19.098,P,nędzny,370,1080,3,5,przyjemny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Janusz Posiewka,483515242,19.102,H,nędzny,440,1160,3,5,popularny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Dezyderiusz Kik,483482072,20.006,P,nędzny,2670,2920,8,7,kontrowersyjny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Damian Resiak,483509389,19.098,,nędzny,350,1080,3,5,przyjemny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Rusinowicz,483476080,19.035,P,nędzny,520,1160,3,5,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Eugeniusz Gierka,483475568,19.003,,nędzny,3600,1800,6,7,złośliwy,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Sebastian Antoszczyszyn,483581674,20.019,U,nędzny,4340,2680,8,7,przyjemny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Boguslaw Skotniczna,483476699,18.07,T,nędzny,910,1360,4,6,złośliwy,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waldemar Zmudzinski,483505869,19.109,,nędzny,920,1480,5,8,sympatyczny,opanowany,podły,solidny,-,-,-,-,-,-,-,08.08.2024"
"Jacek Nowicki,483576200,20.032,P,nędzny,870,1080,6,7,popularny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Adamczewski,483591723,20.013,S,nędzny,230,1000,7,4,kontrowersyjny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Arkadiusz Taton,483502933,20.029,,nędzny,1030,3320,3,5,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
