"player,since,id,body,face,eyes,mouth,nose,hair,gentleness,aggressiveness,honesty,leadership"
"Adrian Walukiewicz,1,478261698,bd9,f6,e9c,m21c,n21,h0,przyjemny,z charakterem,nieuczciwy,zadowalający"
"Patryk Sarama,1,478273386,bd4,f1,e1c,m14c,n6,h4,popularny,zrównoważony,prawy,słaby"
"Dominik Skopinski,3,478229690,bd4,f6,e34c,m28c,n8,h1,przyjemny,z charakterem,uczciwy,słaby"
"Janusz Werynski,3,478234585,bd12,f4,e28b,m19b,n19,h7,kontrowersyjny,zrównoważony,uczciwy,zadowalający"
"Erwin Kaczorowski,1,478226747,bd2,f3,e5b,m26b,n18,h12,kontrowersyjny,opanowany,uczciwy,słaby"
"Krzysztof Bykowski,3,478229819,bd4,f3,e5c,m7c,n10,h11,sympatyczny,zrównoważony,uczciwy,słaby"
"Edward Wojtiuk,0,478286678,bd12,f4,e26b,m21b,n20,h5,kontrowersyjny,opanowany,nieuczciwy,zadowalający"
"Konrad Kainrath,1,478275152,bd5,f1,e34b,m7b,n15,h12,kontrowersyjny,opanowany,uczciwy,kiepski"
"Achacy Grabski,1,478265409,bd8,f3,e23c,m22c,n21,h7,przyjemny,zrównoważony,uczciwy,przeciętny"
"Jozef Pyrlik,0,478282099,bd9,f4,e3c,m9c,n27,h14,sympatyczny,z charakterem,nieuczciwy,kiepski"
"Scibor Pasterski,2,478244236,bd11,f3,e3c,m28c,n15,h3,przyjemny,zrównoważony,prawy,kiepski"
"Ryszard Bzowy,1,478266122,bd9,f8,e29c,m7c,n12,h5,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Makary Misiewicz,1,478266195,bd8,f5,e36c,m3c,n19,h5,sympatyczny,zrównoważony,uczciwy,kiepski"
"Marian Boronczyk,1,478260656,bd2,f9,e36b,m16b,n35,h0,kontrowersyjny,zrównoważony,uczciwy,nędzny"
"Marceli Szczawinski,4,478226193,bd2,f9,e32b,m13b,n20,h4,kontrowersyjny,zrównoważony,prawy,przeciętny"
"Ernest Madziala,1,478264544,bd7,f1,e23c,m4c,n27,h13,przyjemny,opanowany,uczciwy,słaby"
"Roman Maczko,1,478275795,bd11,f5,e7b,m5b,n10,h3,kontrowersyjny,z charakterem,uczciwy,zadowalający"
"Jerzy Wojdyna,1,478266308,bd5,f3,e4c,m1c,n20,h10,popularny,zrównoważony,prawy,kiepski"
"Jakub Nowakowski,2,478256325,bd12,f5,e25c,m5c,n29,h12,przyjemny,porywczy,nieuczciwy,słaby"
"Ignacy Czubski,0,478277054,bd3,f3,e22c,m15c,n39,h6,sympatyczny,z charakterem,uczciwy,kiepski"
"Edward Wasicki,0,478286545,bd3,f7,e23c,m35c,n15,h3,przyjemny,zrównoważony,nieuczciwy,zadowalający"
"Filip Kucharczyk,1,478260565,bd10,f2,e26b,m13b,n33,h2,kontrowersyjny,opanowany,prawy,zadowalający"
"Michal Ledwig,0,478286549,bd9,f4,e13b,m7b,n17,h5,kontrowersyjny,porywczy,nieuczciwy,kiepski"
"Anastazy Urbaniec,0,478281214,bd1,f6,e21c,m21c,n19,h2,przyjemny,z charakterem,uczciwy,słaby"
"Przemyslaw Paczos,2,478251747,bd5,f7,e29b,m34b,n32,h10,kontrowersyjny,porywczy,uczciwy,nędzny"
"Dionizjusz Lucki,0,478280888,bd9,f5,e29b,m14b,n32,h15,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Wlodzimierz Ciezadlo,1,478265408,bd7,f2,e23c,m18c,n24,h13,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Andrzej Popinski,3,478232182,bd2,f2,e3c,m9c,n29,h7,przyjemny,porywczy,prawy,fatalny"
"Nikodem Podraza,1,478268023,bd1,f7,e27c,m35c,n32,h1,przyjemny,spokojny,uczciwy,przeciętny"
"Krzysztof Frycz,2,478258058,bd11,f8,e27c,m34c,n30,h12,przyjemny,z charakterem,uczciwy,solidny"
"Kajetan Porczyk,1,478264001,bd4,f5,e27c,m7c,n27,h8,przyjemny,zrównoważony,prawy,przeciętny"
"Wieslaw Wilkonski,0,478279921,bd4,f4,e30c,m12c,n17,h13,przyjemny,zrównoważony,uczciwy,kiepski"
"Ryszard Kaczmarz,1,478261471,bd12,f5,e10c,m3c,n4,h10,przyjemny,porywczy,uczciwy,przeciętny"
"Ernest Herman,2,478254237,bd9,f9,e30a,m30c,n12,h2,kontrowersyjny,z charakterem,podły,nędzny"
"Czeslaw Bielak,1,478274854,bd7,f5,e23c,m5c,n25,h4,przyjemny,z charakterem,uczciwy,fatalny"
"Aleksander Szymankiewicz,0,478277899,bd5,f8,e28b,m5b,n35,h2,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Karol Mejer,1,478265942,bd10,f8,e27a,m4a,n11,h0,złośliwy,z charakterem,prawy,solidny"
"Miroslaw Leszczewicz,1,478275949,bd6,f7,e28b,m37b,n28,h5,kontrowersyjny,zrównoważony,prawy,słaby"
"Wladyslaw Gwarda,1,478266278,bd7,f5,e25a,m21a,n23,h3,złośliwy,zrównoważony,prawy,zadowalający"
"Wlodzimierz Guzdziol,0,478281802,bd10,f5,e23c,m27c,n32,h10,przyjemny,zrównoważony,uczciwy,przeciętny"
"Piotr Fejkiel,1,478265398,bd12,f4,e12c,m34c,n25,h4,popularny,zrównoważony,uczciwy,kiepski"
"Feliks Dubas,2,478253314,bd7,f5,e34c,m27c,n14,h0,przyjemny,zrównoważony,uczciwy,przeciętny"
"Marek Gebka,2,478237275,bd5,f7,e22b,m35b,n36,h10,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Franciszek Stotko,0,478286941,bd11,f9,e28b,m3b,n33,h14,kontrowersyjny,zrównoważony,prawy,kiepski"
"Jan Ambroz,0,478286966,bd10,f7,e34b,m40b,n15,h14,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Wiesiek Gorzelski,1,478274931,bd5,f8,e17c,m27c,n12,h5,przyjemny,opanowany,prawy,słaby"
"Remigiusz Derylak,1,478264395,bd5,f7,e29c,m33c,n28,h14,sympatyczny,spokojny,prawy,przeciętny"
"Edgar Kabarowski,1,478263430,bd9,f5,e27c,m34c,n24,h8,przyjemny,porywczy,uczciwy,zadowalający"
"Radoslaw Malkowski,0,478286942,bd2,f7,e27b,m30b,n35,h2,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Dominik Kalita,2,478251860,bd6,f4,e34c,m16c,n13,h8,sympatyczny,z charakterem,uczciwy,zadowalający"
"Lukasz Wanat,1,478275244,bd2,f3,e34c,m28c,n35,h10,przyjemny,opanowany,prawy,słaby"
"Edward Szulc,1,478259406,bd9,f1,e2c,m5c,n5,h13,przyjemny,opanowany,uczciwy,kiepski"
"Cezary Ludwig,3,478230177,bd12,f5,e30c,m33c,n20,h3,przyjemny,z charakterem,uczciwy,zadowalający"
"Kajetan Olewicz,1,478262897,bd3,f1,e1c,m21c,n18,h10,popularny,opanowany,nieuczciwy,słaby"
"Wieslaw Bialczak,0,478298307,bd12,f4,e28c,m2c,n19,h6,sympatyczny,spokojny,nieuczciwy,zadowalający"
"Eugeniusz Hernes,1,478268956,bd1,f2,e21b,m18b,n23,h6,kontrowersyjny,zrównoważony,uczciwy,nędzny"
"Leszek Procajlo,1,478258661,bd9,f8,e14b,m2b,n15,h14,kontrowersyjny,porywczy,uczciwy,nędzny"
"Piotr Nikitiuk,2,478237395,bd12,f8,e23b,m9b,n32,h12,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Florian Dunajski,1,478261950,bd12,f2,e14b,m16b,n9,h8,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Slawomir Bibro,1,478274677,bd12,f4,e30b,m19b,n25,h1,kontrowersyjny,opanowany,nieuczciwy,słaby"
"Jakub Bunder,1,478264759,bd6,f8,e17b,m4b,n28,h8,kontrowersyjny,zrównoważony,prawy,nędzny"
"Jerzy Kowalec,0,478316466,bd9,f5,e26b,m13b,n39,h14,kontrowersyjny,opanowany,prawy,kiepski"
"Krzysztof Lucjan,2,478254641,bd7,f2,e2b,m3b,n29,h15,kontrowersyjny,spokojny,nieuczciwy,kiepski"
"Ireneusz Pruchniewicz,1,478259226,bd7,f8,e16c,m22c,n9,h3,przyjemny,z charakterem,prawy,słaby"
"Krystian Zdanowicz,1,478268789,bd12,f6,e16b,m25b,n10,h5,kontrowersyjny,z charakterem,uczciwy,kiepski"
"Orest Pieszczyk,1,478266224,bd9,f3,e29a,m38a,n35,h0,złośliwy,z charakterem,prawy,zadowalający"
"Dawid Porwolik,1,478259480,bd4,f2,e12c,m13c,n28,h14,przyjemny,zrównoważony,uczciwy,przeciętny"
"Zygmunt Gwozdz,3,478227893,bd7,f7,e25c,m37c,n36,h12,przyjemny,porywczy,uczciwy,solidny"
"Krzysztof Rajczak,1,478259427,bd1,f7,e14b,m31b,n38,h13,kontrowersyjny,opanowany,prawy,fatalny"
"Kamil Kolodziejski,0,478298268,bd5,f5,e28b,m2b,n31,h3,kontrowersyjny,opanowany,uczciwy,zadowalający"
"Zdzislaw Chlystek,2,478258237,bd9,f9,e36c,m14c,n20,h12,przyjemny,z charakterem,uczciwy,przeciętny"
"Zbyszek Feliga,2,478254644,bd5,f4,e22c,m30c,n29,h2,przyjemny,opanowany,uczciwy,zadowalający"
"Dobroslaw Cidylo,1,478267219,bd11,f5,e12b,m14b,n32,h15,kontrowersyjny,opanowany,uczciwy,przeciętny"
"Grzegorz Hope,0,478276476,bd6,f9,e35c,m8c,n34,h0,przyjemny,z charakterem,uczciwy,słaby"
"Hektor Strzoda,1,478269004,bd1,f4,e10a,m5a,n27,h8,złośliwy,z charakterem,uczciwy,nędzny"
"Czeslaw Durczewski,1,478265560,bd2,f2,e24c,m27c,n10,h14,przyjemny,porywczy,uczciwy,zadowalający"
"Hieronim Zietkiewicz,1,478270974,bd8,f6,e3c,m38c,n11,h4,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Mieczyslaw Niznikowski,1,478265995,bd7,f8,e8c,m13c,n21,h15,przyjemny,z charakterem,uczciwy,nędzny"
"Marcin Kraczek,1,478263196,bd9,f8,e14c,m16c,n30,h5,popularny,porywczy,uczciwy,nędzny"
"Emilian Hanek,1,478264943,bd1,f2,e14c,m19c,n23,h10,popularny,opanowany,szlachetny,słaby"
"Mateusz Myszko,2,478254274,bd8,f3,e24c,m11c,n15,h14,popularny,z charakterem,prawy,przeciętny"
"Orest Niemiec,1,478268738,bd3,f9,e10c,m13c,n30,h3,przyjemny,zrównoważony,szlachetny,nędzny"
"Jozef Kwacz,0,478279205,bd12,f9,e30c,m30c,n30,h6,sympatyczny,opanowany,uczciwy,słaby"
"Edmund Juranek,3,478234932,bd8,f8,e11c,m23c,n9,h14,sympatyczny,z charakterem,uczciwy,przeciętny"
"Leslaw Ksiezyc,3,478236245,bd5,f2,e25c,m8c,n28,h3,sympatyczny,zrównoważony,uczciwy,kiepski"
"Krystian Rymarowicz,3,478233195,bd2,f5,e28c,m13c,n19,h8,popularny,porywczy,prawy,nędzny"
"Piotr Golczak,3,478228989,bd1,f8,e28c,m16c,n29,h8,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Witold Szponarski,3,478236974,bd7,f2,e11a,m3a,n13,h0,złośliwy,z charakterem,prawy,kiepski"
"Maciej Dluzen,1,478271821,bd6,f8,e14c,m35c,n25,h12,sympatyczny,opanowany,uczciwy,przeciętny"
"Bohdan Kalowski,3,478234843,bd4,f4,e25b,m16b,n29,h12,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Jerzy Meinert,1,478267320,bd4,f5,e30a,m13a,n24,h0,złośliwy,opanowany,nieuczciwy,słaby"
"Henryk Komajda,0,478277922,bd12,f2,e4c,m28c,n12,h9,przyjemny,porywczy,uczciwy,nędzny"
"Brunon Szlas,1,478273254,bd5,f5,e33c,m21c,n31,h1,popularny,spokojny,podły,kiepski"
"Beniamin Bosacki,1,478272376,bd1,f2,e20b,m1b,n9,h11,kontrowersyjny,z charakterem,uczciwy,słaby"
"Jan Doliwa,3,478236110,bd1,f6,e29c,m27c,n3,h12,przyjemny,spokojny,uczciwy,przeciętny"
"Bartosz Wronski,1,478266526,bd4,f7,e29c,m14c,n36,h15,sympatyczny,z charakterem,uczciwy,słaby"
"Eustachy Dejneka,2,478257445,bd12,f4,e21a,m9a,n36,h13,złośliwy,opanowany,nieuczciwy,słaby"
"Stefan Humeniuk,0,478278797,bd10,f7,e3c,m14c,n33,h0,przyjemny,porywczy,nieuczciwy,słaby"
"Wladyslaw Orlikowski,1,478263827,bd9,f3,e28c,m9c,n18,h3,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Marek Gilner,0,478235396,bd7,f5,e3c,m21c,n10,h5,sympatyczny,zrównoważony,prawy,nędzny"
"Kamil Goronski,1,478261293,bd11,f2,e8c,m18c,n29,h1,przyjemny,z charakterem,uczciwy,kiepski"
"Zenon Gradzki,0,478278211,bd10,f9,e32c,m27c,n33,h15,popularny,opanowany,uczciwy,słaby"
"Joachim Kobylecki,0,478281249,bd4,f9,e30c,m2c,n24,h2,popularny,zrównoważony,prawy,słaby"
"Maurycy Wiselka,1,478266419,bd7,f3,e10c,m36c,n16,h1,sympatyczny,opanowany,prawy,przeciętny"
"Kacper Bzdyl,0,478279665,bd9,f5,e28a,m7a,n39,h3,złośliwy,z charakterem,nieuczciwy,przeciętny"
"Lucjan Sygula,2,478238050,bd5,f5,e35b,m9b,n28,h6,kontrowersyjny,z charakterem,nieuczciwy,solidny"
"Ariel Wojcinski,1,478267396,bd1,f5,e29c,m28c,n9,h7,przyjemny,z charakterem,uczciwy,przeciętny"
"Ryszard Lucjanek,3,478236556,bd9,f4,e36c,m7c,n26,h4,sympatyczny,zrównoważony,nieuczciwy,kiepski"
"Piotr Miskowiec,1,478265765,bd8,f1,e25b,m17b,n22,h2,kontrowersyjny,opanowany,prawy,kiepski"
"Kleofas Banasik,1,478269263,bd1,f4,e10b,m10b,n17,h2,kontrowersyjny,zrównoważony,uczciwy,kiepski"
"Marcin Foltyn,1,478261973,bd4,f6,e3c,m3c,n21,h7,popularny,zrównoważony,nieuczciwy,słaby"
"Boleslaw Olichwier,1,478266760,bd7,f3,e26c,m32c,n22,h3,popularny,zrównoważony,prawy,fatalny"
"Sieroslaw Tomala,1,478226415,bd6,f7,e16c,m35c,n32,h8,przyjemny,zrównoważony,prawy,fatalny"
"Slawomir Lippke,1,478264085,bd3,f8,e22a,m35a,n33,h8,złośliwy,zrównoważony,szlachetny,kiepski"
"Piotr Przybylowski,0,478228864,bd8,f9,e35c,m28c,n28,h4,sympatyczny,opanowany,uczciwy,słaby"
"Remigiusz Bartoszko,3,478229464,bd11,f2,e9c,m2c,n9,h6,przyjemny,zrównoważony,nieuczciwy,kiepski"
"Donald Jarmul,0,478277101,bd11,f4,e12c,m6c,n11,h4,sympatyczny,opanowany,prawy,zadowalający"
"Zdzislaw Glodek,0,478278065,bd6,f4,e12c,m5c,n11,h1,sympatyczny,opanowany,uczciwy,kiepski"
"Joachim Seweryn,1,478269259,bd8,f2,e1c,m12c,n28,h6,przyjemny,opanowany,uczciwy,słaby"
"Remigiusz Ruchala,1,478270594,bd11,f3,e28c,m38c,n19,h3,przyjemny,zrównoważony,nieuczciwy,fatalny"
"Korneliusz Mosz,1,478263989,bd7,f9,e10c,m29c,n33,h6,sympatyczny,zrównoważony,szlachetny,przeciętny"
"Michal Krzystala,1,478261846,bd4,f4,e21c,m28c,n16,h5,przyjemny,z charakterem,uczciwy,solidny"
"Sergiusz Chilmon,1,478260410,bd5,f7,e30c,m35c,n38,h1,przyjemny,z charakterem,uczciwy,nędzny"
"Michal Lewkowski,1,478273272,bd1,f4,e29b,m3b,n13,h0,kontrowersyjny,opanowany,nieuczciwy,słaby"
"Bronislaw Kajka,0,478278855,bd6,f7,e14c,m39c,n37,h10,przyjemny,zrównoważony,nieuczciwy,słaby"
"Patryk Serdynski,1,478261514,bd6,f7,e7a,m14a,n28,h1,złośliwy,spokojny,uczciwy,fatalny"
"Miroslaw Spustek,1,478275514,bd12,f7,e25c,m32c,n40,h10,sympatyczny,z charakterem,podły,słaby"
"Tomasz Rutkowski,3,478230240,bd8,f5,e31b,m33b,n39,h10,kontrowersyjny,opanowany,prawy,słaby"
"Krzysztof Szczepek,1,478268117,bd4,f2,e27b,m36b,n23,h1,kontrowersyjny,zrównoważony,nieuczciwy,słaby"
"Feliks Niesporek,1,478265984,bd5,f3,e28c,m24c,n10,h5,przyjemny,opanowany,szlachetny,przeciętny"
"Przemyslaw Dynski,1,478266788,bd6,f8,e19c,m13c,n1,h2,przyjemny,opanowany,prawy,nędzny"
"Henryk Marcinkiewicz,4,478225839,bd1,f9,e36c,m13c,n13,h10,sympatyczny,z charakterem,uczciwy,nędzny"
"Lutomir Glosny,0,478298513,bd4,f6,e8c,m14c,n5,h8,sympatyczny,z charakterem,prawy,przeciętny"
"Pawel Trybala,1,478263739,bd4,f8,e14b,m27b,n11,h0,kontrowersyjny,z charakterem,uczciwy,nędzny"
"Edward Prokop,0,478281403,bd6,f3,e5c,m28c,n29,h11,przyjemny,opanowany,uczciwy,słaby"
"Albert Ross,1,478268764,bd4,f9,e35c,m33c,n32,h1,sympatyczny,opanowany,uczciwy,nędzny"
"Filip Ciukaj,0,478316633,bd1,f7,e32c,m33c,n33,h0,przyjemny,z charakterem,uczciwy,słaby"
"Michal Weglowski,1,478262714,bd6,f1,e12c,m20c,n15,h10,popularny,zrównoważony,nieuczciwy,kiepski"
"Ferdynand Pogorzelski,2,478239089,bd11,f1,e21c,m19c,n12,h14,przyjemny,zrównoważony,prawy,przeciętny"
"Igor Ludzik,1,478266733,bd4,f3,e5c,m7c,n12,h9,przyjemny,opanowany,szlachetny,nędzny"
"Tadeusz Hanisz,1,478262914,bd5,f5,e33c,m5c,n39,h2,przyjemny,opanowany,uczciwy,kiepski"
"Jan Grzesik,1,478266210,bd11,f8,e9c,m30c,n4,h13,sympatyczny,z charakterem,uczciwy,przeciętny"
"Tomasz Lenik,1,478262718,bd7,f4,e12c,m36c,n3,h3,przyjemny,zrównoważony,uczciwy,fatalny"
"Jan Duklas,0,478298127,bd2,f6,e8a,m38a,n30,h3,złośliwy,porywczy,uczciwy,przeciętny"
"Patryk Jakimowicz,0,478282175,bd6,f9,e34c,m9c,n10,h15,przyjemny,z charakterem,uczciwy,fatalny"
"Walenty Fudala,0,478334584,bd6,f6,e8c,m29c,n8,h0,przyjemny,zrównoważony,nieuczciwy,zadowalający"
"Boguslaw Rokossowski,3,478231925,bd6,f7,e23c,m30c,n15,h6,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Marcin Zurek,1,478276122,bd11,f9,e34c,m28c,n21,h3,przyjemny,z charakterem,prawy,przeciętny"
"Piotr Siporski,1,478262354,bd9,f9,e35c,m30c,n24,h8,popularny,zrównoważony,prawy,przeciętny"
"Szczeslaw Kozdrowski,0,478285583,bd9,f7,e32c,m34c,n36,h13,przyjemny,opanowany,uczciwy,kiepski"
"Kasper Kuczek,1,478268940,bd2,f6,e30b,m26b,n30,h4,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Kacper Packowski,1,478261210,bd9,f9,e24c,m4c,n19,h2,przyjemny,zrównoważony,prawy,przeciętny"
"Tomasz Ogorzalek,1,478268946,bd6,f5,e12c,m5c,n16,h4,przyjemny,porywczy,uczciwy,nędzny"
"Albert Dzidziulec,2,478257671,bd2,f9,e35b,m9b,n12,h3,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny"
"Maciej Zalejski,1,478262847,bd7,f2,e28b,m12b,n23,h5,kontrowersyjny,spokojny,uczciwy,fatalny"
"Juliusz Bubela,2,478255623,bd10,f7,e26c,m33c,n38,h0,przyjemny,zrównoważony,uczciwy,zadowalający"
"Edmund Misz,1,478261329,bd11,f6,e25b,m8b,n11,h1,kontrowersyjny,spokojny,nieuczciwy,słaby"
"Kazimierz Krupecki,1,478267510,bd1,f3,e10b,m31b,n18,h10,kontrowersyjny,opanowany,prawy,fatalny"
"Waldemar Kuznicki,1,478266772,bd8,f4,e13b,m36b,n28,h5,kontrowersyjny,zrównoważony,prawy,kiepski"
"Aleksander Suwinski,1,478267982,bd6,f4,e22c,m28c,n28,h4,przyjemny,opanowany,nieuczciwy,kiepski"
"Shade Agutu,1,478613119,bd9,f3,e23c,m24c,n27,h10,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Robert Kyomuhendo,0,478616149,bd10,f2,e4a,m1a,n12,h11,złośliwy,zrównoważony,uczciwy,kiepski"
"Mwita Kaigwa,2,478276711,bd1,f8,e10b,m36b,n29,h2,kontrowersyjny,opanowany,uczciwy,słaby"
"Prashant Sahu,0,478620157,bd11,f4,e23c,m30c,n28,h4,sympatyczny,z charakterem,uczciwy,zadowalający"
"Ezekiel Kamande,2,478278627,bd9,f8,e17a,m35a,n17,h4,złośliwy,opanowany,nieuczciwy,przeciętny"
"Hassani Okongo,1,478613882,bd6,f4,e24c,m4c,n35,h2,sympatyczny,spokojny,nieuczciwy,solidny"
"Ezekiel Akivaga,2,478281337,bd6,f7,e7b,m30b,n38,h0,kontrowersyjny,opanowany,prawy,słaby"
"Paul Ebole,2,478276768,bd2,f1,e29c,m21c,n26,h3,popularny,zrównoważony,uczciwy,słaby"
"Manasseh Vader,1,478531846,bd5,f4,e23c,m16c,n17,h15,przyjemny,zrównoważony,prawy,słaby"
"Jacob Kimani,1,478608000,bd3,f9,e33c,m9c,n28,h11,sympatyczny,zrównoważony,prawy,przeciętny"
